"pitches","player_id","player_name","total_pitches","pitch_percent","ba","iso","babip","slg","woba","xwoba","xba","hits","abs","launch_speed","launch_angle","spin_rate","velocity","effective_speed","whiffs","swings","takes","eff_min_vel","release_extension","pos3_int_start_distance","pos4_int_start_distance","pos5_int_start_distance","pos6_int_start_distance","pos7_int_start_distance","pos8_int_start_distance","pos9_int_start_distance","pitcher_run_exp","run_exp","bat_speed","swing_length","pa","bip","singles","doubles","triples","hrs","so","k_percent","bb","bb_percent","api_break_z_with_gravity","api_break_z_induced","api_break_x_arm","api_break_x_batter_in","hyper_speed","bbdist","hardhit_percent","barrels_per_bbe_percent","barrels_per_pa_percent","release_pos_z","release_pos_x","plate_x","plate_z","obp","barrels_total","batter_run_value_per_100","xobp","xslg","pitcher_run_value_per_100","xbadiff","xobpdiff","xslgdiff","wobadiff","swing_miss_percent","arm_angle","attack_angle","attack_direction","swing_path_tilt","rate_ideal_attack_angle","intercept_ball_minus_batter_pos_x_inches","intercept_ball_minus_batter_pos_y_inches"
30,681715,"Hernández, Heriberto",1138,2.6,0.143,0,0.2,0.143,0.126,0.231,0.202,1,7,84,-0.8,2349,90.2,90.79,6,11,19,0.5999999999999943,6.51,107,152,119,146,317,323,298,"0.941","-0.941","71.5","7.7",7,5,1,0,0,0,2,28.6,0,0,2.55567,0.27633,0.21367,0.21367,"93.4",160,40,0,0,6.1,-1.88,0.06,2.1,0.143,0,"-3.136666667",0.202,0.334,"3.136666667",-0.059,-0.059000000000000025,-0.191,-0.105,54.5,"47.0",17.30509442571694,-3.1817542244654047,31.23398989206488,0.45454545454545453,37.02398772774955,34.71102191449046
30,669304,"Miranda, Jose",127,23.6,0.2,0,0.286,0.2,0.176,0.195,0.212,2,10,81.5,-4.9,2284,90.8,90.96,5,16,14,0.20000000000000284,6.43,104,150,121,146,307,324,298,"1.595","-1.595","67.5","7.6",10,7,2,0,0,0,3,30,0,0,2.278,0.516,0.22867,-0.49533,"91.3",98,28.57142857142857,0,0,5.71,-0.08,0.25,2.1,0.2,0,"-5.316666667",0.212,0.23,"5.316666667",-0.012,-0.011999999999999983,-0.03,-0.019,31.3,"41.6",9.358641175995324,0.09401829352410762,27.860995526979714,0.4375,41.93175555323726,32.78921383837653
30,643376,"Jansen, Danny",1353,2.2,0.143,0,0.2,0.143,0.126,0.104,0.115,1,7,73.7,-2.2,2375,89.7,89.62,4,14,16,-0.10000000000000853,6.24,103,153,119,147,306,321,297,"1.251","-1.251","65.2","6.6",7,5,1,0,0,0,2,28.6,0,0,2.37767,0.49267,0.17414,-0.07897,"90.3",78,20,0,0,6.12,-0.6,0.12,2.17,0.143,0,"-4.17",0.115,0.128,"4.17",0.028,0.027999999999999983,0.015,0.022,28.6,"49.8",11.544453948720786,1.9143843014927415,32.42937131366447,0.42857142857142855,39.801137294653735,32.41843754900328
30,553869,"Díaz, Elias",1056,2.8,0.167,0,0.333,0.167,0.147,0.214,0.226,1,6,75.2,1.5,2399,87.5,87.64,7,15,15,0.09999999999999432,6.25,104,152,122,148,316,320,301,"0.872","-0.872","68.7","6.8",7,4,1,0,0,0,3,42.9,0,0,2.58133,0.44448,-0.11833,-0.26167,"90.3",133,25,0,0,6.2,-1.57,0.56,2.24,0.167,0,"-2.906666667",0.226,0.26,"2.906666667",-0.059,-0.059,-0.093,-0.067,46.7,"39.8",3.1850473544954765,-8.939472783459063,28.49291821968786,0.3333333333333333,38.20359595610618,41.175176059213285
30,645277,"Albies, Ozzie",2402,1.2,0.182,0,0.222,0.182,0.205,0.249,0.173,2,11,89.6,24.6,2297,91.3,91.84,3,16,14,0.5,6.61,104,140,104,144,301,326,304,"1.394","-1.394","67.2","7.0",12,9,2,0,0,0,2,16.7,1,8.3,2.27067,0.49833,0.55433,-0.55433,"91.1",169,33.33333333333333,11.11111111111111,8.333333333333332,5.89,-0.81,-0.21,2.41,0.25,1,"-4.646666667",0.242,0.322,"4.646666667",0.009,0.008000000000000007,-0.14,-0.044,18.8,"40.0",11.448796240267614,-1.4137964367465847,36.94938020284493,0.625,31.8915076592119,34.93161288246093
30,641584,"Fraley, Jake",834,3.6,0.143,0.143,0.25,0.286,0.179,0.085,0.072,1,7,82.1,16,2317,86.7,87.13,4,15,15,0.3999999999999915,6.52,119,146,108,152,292,327,302,"0.776","-0.776","71.3","7.0",7,4,0,1,0,0,3,42.9,0,0,3.099,-0.031,-0.199,0.199,"89.4",136,25,0,0,5.9,-1.55,0.18,2.11,0.143,0,"-2.586666667",0.072,0.132,"2.586666667",0.071,0.071,0.154,0.094,26.7,"48.7",6.244743981054765,-2.1946479937749777,41.30702300256634,0.4666666666666667,32.79506935521469,27.610685349058087
30,691016,"Soderstrom, Tyler",2227,1.3,0.364,0.091,0.444,0.455,0.354,0.336,0.345,4,11,94.2,8.1,2310,88.9,88.76,8,19,11,-0.10000000000000853,6.28,118,143,103,148,298,324,305,"-0.521","0.521","69.5","7.4",11,9,3,1,0,0,2,18.2,0,0,2.57933,0.35333,0.32233,-0.15033,"95.7",152,55.55555555555556,0,0,5.97,-1.01,-0.15,2.15,0.364,0,"1.736666667",0.345,0.429,"-1.736666667",0.019,0.019000000000000017,0.026,0.018,42.1,"44.2",8.272447730964142,3.924426816012854,27.87946744497147,0.5789473684210527,43.506401691154615,27.13238930208664
30,681351,"O'Hoppe, Logan",1758,1.7,0.125,0.375,0,0.5,0.255,0.293,0.211,1,8,94.7,23.5,2360,89.8,89.57,5,15,15,-0.20000000000000284,6.27,103,152,121,146,308,323,300,"1.08","-1.08","67.4","7.6",8,4,0,0,0,1,4,50,0,0,2.388,0.47533,0.21233,-0.17367,"93.9",178,50,25,12.5,5.94,-1.06,0.57,2.24,0.125,1,"-3.6",0.211,0.482,"3.6",-0.086,-0.086,0.018,-0.038,33.3,"46.1",17.366888773930228,-2.0618710271119287,29.792684929016815,0.6428571428571429,43.03880459184967,31.75176604658762
30,668709,"Bleday, JJ",1328,2.3,0.5,0.875,0.4,1.375,0.776,0.568,0.391,4,8,93.1,31.7,2360,90.6,91.03,2,17,13,0.4000000000000057,6.59,120,148,114,153,299,325,303,"-3.28","3.28","70.8","7.3",8,7,1,1,0,2,1,12.5,0,0,2.31067,0.49433,0.11933,-0.11933,"92.5",209,42.857142857142854,28.57142857142857,25,5.75,-1.46,0.06,2.49,0.5,2,"10.933333333",0.391,0.974,"-10.933333333",0.109,0.10899999999999999,0.401,0.208,11.8,"39.3",14.453273082030247,-4.745309814490994,33.42792502307271,0.35294117647058826,37.064576158624824,28.15147547131128
30,666160,"Moniak, Mickey",1598,1.9,0.3,0.3,0.25,0.6,0.38,0.502,0.354,3,10,90.9,14.2,2287,88.6,88.64,4,14,16,0,6.15,113,145,101,151,300,324,305,"-0.297","0.297","73.2","7.6",10,9,2,0,0,1,1,10,0,0,2.569,0.36067,0.26967,-0.533,"95.8",202,44.44444444444444,22.22222222222222,20,6.01,-1.04,-0.18,2.48,0.3,2,"0.99",0.354,0.854,"-0.99",-0.054,-0.05399999999999999,-0.254,-0.122,28.6,"39.4",11.126489811350748,-1.3428603879421774,34.143724871963975,0.7142857142857143,42.288258565727254,27.905271855616352
29,669369,"Johnson, Bryce",287,10.1,0.444,0.111,0.667,0.556,0.433,0.245,0.264,4,9,75.3,0,2373,87.4,87.74,3,13,16,0.29999999999999716,6.41,108,148,101,149,300,320,300,"-1.223","1.223","67.6","7.1",9,6,3,1,0,0,3,33.3,0,0,2.80724,0.20379,-0.06517,0.06517,"90.4",94,33.33333333333333,0,0,5.9,-0.05,0.06,2.47,0.444,0,"4.217241379",0.264,0.3,"-4.217241379",0.18,0.18,0.256,0.188,23.1,"43.5",5.9996081200403655,6.711431631090781,38.523749657497696,0.4,33.40496325827959,29.159241766126453
29,664056,"Bader, Harrison",1941,1.5,0.286,0.571,0.167,0.857,0.47,0.403,0.27,2,7,92.7,20.7,2405,89.8,90.28,4,12,17,0.5,6.63,99,151,116,146,307,323,295,"-0.904","0.904","68.3","7.0",7,7,0,1,0,1,0,0,0,0,2.46034,0.41414,-0.04345,-0.23655,"94.7",170,57.14285714285714,28.57142857142857,28.57142857142857,5.9,-0.57,0.32,1.93,0.286,2,"3.117241379",0.27,0.699,"-3.117241379",0.016,0.01599999999999996,0.158,0.067,33.3,"53.2",9.952070376515737,-6.275517038686243,27.511144827709074,0.3333333333333333,38.137051545657364,33.91424277143073
29,670541,"Alvarez, Yordan",803,3.6,0.143,0.429,0,0.571,0.291,0.615,0.499,1,7,97.3,14,2158,89.5,90.12,1,15,14,0.5999999999999943,6.66,131,146,131,154,299,326,307,"0.433","-0.433","76.8","7.5",7,6,0,0,0,1,1,14.3,0,0,2.22138,0.63931,0.25393,-0.25393,"93.1",134,66.66666666666666,16.666666666666664,14.285714285714285,5.71,-1.71,-0.18,2.8,0.143,1,"-1.493103448",0.499,0.956,"1.493103448",-0.356,-0.356,-0.385,-0.324,6.7,"41.4",8.95597250571085,-4.243459196542924,38.67371785012982,0.6666666666666666,34.60210514993722,35.280021920818754
29,805373,"Alvarez Jr., Nacho",819,3.5,0.286,0,0.333,0.286,0.307,0.254,0.207,2,7,92.7,1.2,2322,91.4,91.79,2,16,13,0.3999999999999915,6.59,101,152,117,149,314,326,296,"0.134","-0.134","63.7","7.0",8,6,2,0,0,0,1,12.5,1,12.5,2.38414,0.39536,0.17448,-0.00207,"92.3",108,50,0,0,5.76,-0.82,0.3,2.51,0.375,0,"-0.462068966",0.306,0.234,"0.462068966",0.079,0.069,0.052,0.053,12.5,"41.0",2.3405010454606967,14.00811273036322,25.743436002916066,0.4375,40.11750618292519,22.601519771405133
29,664702,"Straw, Myles",1104,2.6,0.143,0,0.143,0.143,0.126,0.252,0.189,1,7,82.7,0.3,2394,88.9,89.11,0,17,12,0.19999999999998863,6.42,102,149,98,146,307,325,284,"1.53","-1.53","67.6","6.7",8,8,1,0,0,0,0,0,0,0,2.57,0.36552,0.2931,0.1069,"90.8",162,37.5,12.5,12.5,6.29,-0.59,0.09,2.47,0.143,1,"-5.275862069",0.189,0.414,"5.275862069",-0.046,-0.04600000000000001,-0.271,-0.126,0,"43.5",7.771819578003004,0.6817731146377797,37.252506506822264,0.6666666666666666,32.55278890777948,30.727725535988682
28,689414,"Hicks, Liam",1537,1.8,0,0,0,0,0,0.083,0.088,0,8,82.6,1.2,2310,89.7,90.29,2,11,17,0.5999999999999943,6.56,111,148,121,152,292,322,302,"2.37","-2.37","66.2","6.2",8,5,0,0,0,0,3,37.5,0,0,2.56964,0.31,0.19074,-0.16481,"88.6",100,0,0,0,5.77,-0.64,-0.07,2.38,0,0,"-8.464285714",0.088,0.105,"8.464285714",-0.088,-0.088,-0.105,-0.083,18.2,"44.2",2.598158942610421,8.657097359774635,31.268671800588006,0.36363636363636365,35.451596740125545,24.55049486037224
28,683734,"Vaughn, Andrew",1722,1.6,0.2,0.2,0.2,0.4,0.329,0.518,0.294,1,5,90.3,3.4,2374,90.7,91.1,2,11,17,0.3999999999999915,6.57,109,143,111,137,313,322,296,"0.093","-0.093","65.7","6.6",8,5,0,1,0,0,1,12.5,2,25,2.39107,0.42714,0.30929,0.17286,"95.0",235,80,20,12.5,6.16,-1.15,-0.13,2.23,0.375,1,"-0.332142857",0.477,0.832,"0.332142857",-0.094,-0.10199999999999998,-0.432,-0.189,18.2,"43.6",1.7177890624719148,8.480566724094677,32.48268111820452,0.36363636363636365,33.92781104124268,24.681100685626593
28,808975,"Kim, Hyeseong",660,4.2,0.5,0.333,0.75,0.833,0.558,0.26,0.276,3,6,91,-1.8,2236,89.4,90.18,5,13,15,0.7999999999999972,6.7,120,146,103,151,293,323,309,"-1.081","1.081","67.9","7.0",6,4,2,0,1,0,2,33.3,0,0,2.41321,0.46214,0.18214,-0.15,"89.9",123,25,0,0,5.83,-0.99,-0.13,2.04,0.5,0,"3.860714286",0.276,0.33,"-3.860714286",0.224,0.22399999999999998,0.503,0.298,38.5,"38.7",9.215144398998257,1.772644346174411,40.21385698167413,0.38461538461538464,33.4868470647679,23.869406570177073
28,656180,"Adams, Riley",1160,2.4,0.125,0,0.143,0.125,0.11,0.232,0.224,1,8,87.8,-7.6,2498,87.8,88.3,2,16,12,0.5,6.62,104,153,125,147,308,329,297,"1.491","-1.491","72.9","7.9",8,7,1,0,0,0,1,12.5,0,0,2.84357,0.17929,-0.07286,-0.07286,"91.1",87,42.857142857142854,0,0,5.77,-1.22,0.15,2.48,0.125,0,"-5.325",0.224,0.309,"5.325",-0.099,-0.099,-0.184,-0.122,12.5,"46.0",9.05050760628161,-7.094565605461538,35.795728829394164,0.4375,38.18830953714877,33.41319312556926
28,669065,"Stowers, Kyle",1712,1.6,0.286,0.143,0.4,0.429,0.353,0.363,0.325,2,7,89.9,21,2350,87,87.14,3,11,17,0.09999999999999432,6.32,117,145,113,152,308,324,306,"0.255","-0.255","74.9","6.6",8,5,1,1,0,0,2,25,1,12.5,2.78857,0.26036,0.05571,-0.17929,"94.5",132,40,20,12.5,5.85,-1.02,0.43,2.3,0.375,1,"-0.910714286",0.409,0.412,"0.910714286",-0.039,-0.033999999999999975,0.017,-0.01,27.3,"44.2",11.932569009443078,3.914589869415518,36.02367002881764,0.45454545454545453,38.55043053069515,28.1688323000016
28,676694,"Meyers, Jake",1340,2.1,0.375,0,0.375,0.375,0.331,0.461,0.388,3,8,97.1,8.9,2252,91.2,91.57,2,15,13,0.3999999999999915,6.58,109,152,115,147,305,320,288,"0.451","-0.451","69.7","6.9",8,8,3,0,0,0,0,0,0,0,2.1675,0.60071,0.7875,0.07536,"95.4",143,75,12.5,12.5,5.77,-0.89,0.38,2.35,0.375,1,"-1.610714286",0.388,0.703,"1.610714286",-0.013,-0.013000000000000012,-0.328,-0.13,13.3,"37.7",5.351973763820099,-2.8858868791708483,31.803709429716193,0.5,40.22867957012232,28.77150409062669
28,688363,"Pauley, Graham",681,4.1,0.25,0.375,0.25,0.625,0.365,0.287,0.214,2,8,92.1,25.2,2374,90.1,90.86,6,15,13,0.8000000000000114,6.61,115,145,117,152,297,324,302,"-1.089","1.089","65.7","6.7",8,5,1,0,0,1,3,37.5,0,0,2.60286,0.23214,-0.04185,0.15519,"91.8",197,20,20,12.5,5.89,-1.2,0.1,1.99,0.25,1,"3.889285714",0.214,0.474,"-3.889285714",0.036,0.036000000000000004,0.151,0.078,40,"46.0",3.5314886676537762,1.268893069046722,33.43414621460169,0.5333333333333333,29.446745168779994,27.75817386005509
27,665839,"Valdez, Enmanuel",393,6.9,0.222,0.111,0.25,0.333,0.237,0.125,0.125,2,9,90.3,15,2224,88.1,88.36,2,14,13,0.30000000000001137,6.54,112,142,102,150,294,327,305,"0.726","-0.726","70.9","7.5",9,8,1,1,0,0,1,11.1,0,0,2.74481,0.23259,0.37889,-0.37889,"91.9",127,37.5,0,0,5.81,-1.64,-0.25,2.26,0.222,0,"-2.688888889",0.125,0.168,"2.688888889",0.097,0.097,0.165,0.112,14.3,"42.3",8.532371527472154,-6.399031496265577,28.68688896395608,0.6153846153846154,34.753810103164795,28.418485411581138
27,545341,"Grichuk, Randal",1077,2.5,0.5,0.667,0.5,1.167,0.695,0.597,0.431,3,6,95.1,14.8,2282,90.7,90.4,2,12,15,-0.29999999999999716,6.18,111,153,122,148,311,327,299,"-1.921","1.921","72.8","7.7",7,5,1,1,0,1,1,14.3,1,14.3,2.33815,0.47481,0.37148,-0.42778,"94.4",157,60,20,14.285714285714285,6.03,0.74,0.09,2.05,0.571,1,"7.114814815",0.513,0.956,"-7.114814815",0.069,0.05799999999999994,0.211,0.098,16.7,"45.9",10.626260859794643,-4.550989256598791,25.758327720986912,0.8181818181818182,39.868432357883094,32.04130703898567
27,665489,"Guerrero Jr., Vladimir",2502,1.1,0.4,0.1,0.4,0.5,0.39,0.419,0.395,4,10,97.9,-9.6,2395,91.6,92.18,2,13,14,0.6000000000000085,6.63,98,152,125,147,304,326,302,"-0.403","0.403","76.1","7.7",10,10,3,1,0,0,0,0,0,0,2.3963,0.35815,0.27704,0.07407,"98.4",121,70,20,20,5.94,-0.92,-0.27,2.29,0.4,2,"1.492592593",0.395,0.589,"-1.492592593",0.005,0.0050000000000000044,-0.089,-0.029,15.4,"42.5",1.6546587777893724,-4.081007125363913,31.307911488856742,0.15384615384615385,35.53678587784594,34.45945267605659
27,596146,"Kepler, Max",1826,1.5,0,0,0,0,0,0.094,0.103,0,7,95.4,-4.8,2229,87.8,87.73,4,14,13,-0.09999999999999432,6.39,114,136,100,144,298,328,302,"1.979","-1.979","69.0","7.5",7,4,0,0,0,0,3,42.9,0,0,2.63593,0.38259,0.27889,0.22185,"92.9",109,75,0,0,6.12,-0.87,-0.36,2.15,0,0,"-7.32962963",0.103,0.115,"7.32962963",-0.103,-0.103,-0.115,-0.094,28.6,"46.2",8.88477252945778,-7.451605428451643,33.35107083993211,0.6428571428571429,41.126120293399296,32.747335150507986
27,695734,"Lile, Daylen",1306,2.1,0.167,0,0.2,0.167,0.225,0.452,0.369,1,6,88.2,-0.4,2453,87.5,87.84,3,13,14,0.29999999999999716,6.58,107,145,117,150,302,326,305,"0.335","-0.335","69.3","7.3",7,5,1,0,0,0,1,14.3,1,14.3,2.82556,0.24074,-0.25741,0.25741,"89.8",167,20,20,14.285714285714285,5.89,-1.39,-0.07,2.27,0.286,1,"-1.240740741",0.459,0.595,"1.240740741",-0.202,-0.17300000000000004,-0.428,-0.227,23.1,"45.3",8.183766841879438,-5.298629266978729,40.208702972259324,0.38461538461538464,33.304134221289324,28.22056053306273
27,676801,"McCormick, Chas",433,6.2,0.2,0,0.333,0.2,0.262,0.255,0.14,1,5,91.8,32.3,2458,88.7,89.26,4,11,16,0.5999999999999943,6.58,115,153,119,149,307,324,290,"0.349","-0.349","69.8","7.7",6,3,1,0,0,0,2,33.3,1,16.7,2.48704,0.43963,0.06926,-0.2263,"90.9",203,66.66666666666666,0,0,5.59,-1.23,0.18,2.74,0.333,0,"-1.292592593",0.283,0.255,"1.292592593",0.06,0.050000000000000044,-0.055,0.007,36.4,"46.1",17.08178815411706,-5.903317682906211,34.38759865886522,0.4444444444444444,40.97192522580965,31.752716189918345
25,669743,"Call, Alex",1314,1.9,0.333,0.333,0.333,0.667,0.486,0.319,0.19,1,3,88.7,21,2430,89.3,89.5,0,10,15,0.20000000000000284,6.43,101,151,112,146,309,329,293,"-0.537","0.537","66.2","6.8",4,3,0,1,0,0,0,0,1,25,2.7124,0.192,0.3088,-0.0416,"88.9",125,0,0,0,5.97,-0.59,-0.04,2.42,0.5,0,"2.148",0.392,0.275,"-2.148",0.143,0.10799999999999998,0.392,0.167,0,"51.3",12.706124283906648,2.2817852402627055,38.12496629589057,0.7,32.13895072380296,29.969890408534624
25,669234,"Malloy, Justyn-Henry",550,4.5,0,0,0,0,0,0.083,0.085,0,5,81.4,9.3,2411,88.9,89.35,4,14,11,0.3999999999999915,6.59,112,152,122,147,310,327,293,"0.581","-0.581","70.2","7.0",5,3,0,0,0,0,2,40,0,0,2.5556,0.4012,-0.01583,-0.01583,"89.3",85,0,0,0,5.94,-1.64,0.1,2.04,0,0,"-2.324",0.085,0.11,"2.324",-0.085,-0.085,-0.11,-0.083,28.6,"51.7",14.045661727476775,1.1369624922977515,43.71119923182597,0.42857142857142855,34.71850106657957,31.36292529926669
25,679845,"Loftin, Nick",676,3.7,0.375,0.5,0.333,0.875,0.521,0.313,0.29,3,8,88.2,23,2172,90.5,90.93,2,11,14,0.4000000000000057,6.48,112,153,118,148,306,325,295,"-1.441","1.441","67.6","7.2",8,7,1,1,0,1,1,12.5,0,0,2.2144,0.5868,0.6356,-0.3932,"91.6",196,28.57142857142857,14.285714285714285,12.5,5.89,-0.27,0.08,2.16,0.375,1,"5.764",0.29,0.443,"-5.764",0.085,0.08500000000000002,0.432,0.208,18.2,"39.1",5.81941210581318,-4.531997301163063,32.98960758941823,0.36363636363636365,36.5313239787754,33.61760374588611
24,643289,"Dubón, Mauricio",1346,1.8,0.333,0.167,0.333,0.5,0.404,0.451,0.408,2,6,84.4,17.7,2232,90.3,90.67,0,11,13,0.4000000000000057,6.64,118,153,117,149,306,316,285,"-0.203","0.203","68.3","7.2",7,6,1,1,0,0,0,0,1,14.3,2.26625,0.55958,0.16167,0.16167,"90.9",193,33.33333333333333,0,0,5.75,-1.5,0.26,2.28,0.429,0,"0.845833333",0.492,0.546,"-0.845833333",-0.075,-0.063,-0.046,-0.047,0,"47.0",-1.0334607061467005,9.360340291413673,31.780030620364652,0.1,35.45084651177125,23.96148683440515
24,656976,"Smith, Pavin",1255,1.9,0.5,0,0.6,0.5,0.441,0.331,0.339,3,6,94.1,27,2391,88.4,88.28,1,11,13,-0.10000000000000853,6.43,108,145,118,153,298,326,308,"-0.645","0.645","70.8","7.4",6,5,3,0,0,0,1,16.7,0,0,2.67292,0.33,-0.01652,0.01652,"91.4",163,40,0,0,6.08,-1.41,0.06,2.38,0.5,0,"2.6875",0.339,0.427,"-2.6875",0.161,0.16099999999999998,0.073,0.11,9.1,"48.2",13.654932183746501,0.6252068316763866,32.901327052443186,0.5454545454545454,36.760369830391745,30.219577513253082
24,595879,"Báez, Javier",1544,1.6,0.143,0,0.167,0.143,0.201,0.204,0.12,1,7,89,21.2,2410,87.4,88.16,3,14,10,0.7999999999999972,6.78,114,153,119,148,311,329,296,"0.485","-0.485","72.8","8.2",8,6,1,0,0,0,1,12.5,0,0,2.69708,0.33917,0.03958,-0.30292,"92.7",145,50,0,0,5.66,-1.06,0.16,2.29,0.25,0,"-2.020833333",0.23,0.187,"2.020833333",0.023,0.01999999999999999,-0.044,-0.003,21.4,"37.9",11.70042207519607,-4.732948826681011,32.74853518812695,0.5384615384615384,37.56708901019708,28.92589198036791
24,664728,"Isbel, Kyle",1470,1.6,0.429,0,0.5,0.429,0.378,0.223,0.24,3,7,89.8,-12.4,2375,90.4,90.78,3,14,10,0.3999999999999915,6.52,103,143,99,148,293,322,306,"-0.057","0.057","63.8","6.5",8,7,3,0,0,0,1,12.5,0,0,2.36833,0.45875,0.18542,-0.11542,"94.7",62,71.42857142857143,0,0,6.07,-1.27,-0.2,2.56,0.429,0,"0.2375",0.24,0.26,"-0.2375",0.189,0.189,0.169,0.155,21.4,"45.2",-1.0643450669930172,-9.751843620794881,22.688741983819448,0.4444444444444444,35.88250729003842,35.090414369633436
23,621438,"Taylor, Tyrone",1246,1.8,0.8,0.2,0.8,1,0.763,0.501,0.438,4,5,98.4,11,2369,90.8,91.1,0,9,14,0.29999999999999716,6.54,110,152,121,147,307,327,294,"-2.355","2.355","69.3","7.0",7,5,3,1,0,0,0,0,0,0,2.30348,0.50304,0.11,0.11,"95.3",139,80,0,0,5.86,-1.53,-0.03,2.39,0.857,0,"10.239130435",0.598,0.506,"-10.239130435",0.362,0.259,0.494,0.262,0,"47.3",-1.2007808962190958,1.2157477360992286,35.51722978491168,0.3333333333333333,32.37378996351155,26.261722472084315
23,666176,"Adell, Jo",2220,1,0.125,0,0.167,0.125,0.11,0.211,0.225,1,8,90.1,-1.2,2413,88.3,88.56,3,13,10,0.29999999999999716,6.5,106,146,117,141,304,326,299,"1.347","-1.347","75.5","7.8",8,6,1,0,0,0,2,25,0,0,2.66087,0.30609,-0.00565,-0.47783,"92.1",105,33.33333333333333,0,0,5.73,-0.85,0.41,2.06,0.125,0,"-5.856521739",0.225,0.251,"5.856521739",-0.1,-0.1,-0.126,-0.101,23.1,"42.8",6.6239672584320894,-4.245225202767253,32.43884778125365,0.5,40.91800776970783,23.53194676361044
23,455117,"Maldonado, Martín",569,4,0.333,0,0.4,0.333,0.351,0.305,0.248,2,6,80.5,11.3,2427,88.9,89.5,2,10,13,0.5999999999999943,6.57,102,152,118,147,311,317,297,"0.019","-0.019","63.0","6.9",8,6,2,0,0,0,1,12.5,1,12.5,2.48087,0.42696,-0.15,-0.36391,"91.3",182,33.33333333333333,0,0,6.04,-0.31,0.38,2.75,0.429,0,"-0.082608696",0.356,0.308,"0.082608696",0.085,0.07300000000000001,0.025,0.046,20,"49.6",2.840131857584094,-21.909205877520318,34.62690777734015,0.4444444444444444,40.06861158483773,32.43020095822571
23,542303,"Ozuna, Marcell",2635,0.9,0.5,0.75,0.5,1.25,0.722,0.581,0.429,2,4,93.9,11.3,2394,89.7,90.18,3,12,11,0.5,6.71,113,154,122,148,318,332,305,"-1.487","1.487","72.7","7.2",5,3,1,0,0,1,1,20,1,20,2.46087,0.45773,-0.10261,-0.10261,"90.9",191,33.33333333333333,33.33333333333333,20,5.79,-1.06,0.56,2.08,0.6,1,"6.465217391",0.544,0.896,"-6.465217391",0.071,0.05599999999999994,0.354,0.141,25,"44.9",13.770196795241219,1.3696030998687267,34.657482967529944,0.6666666666666666,38.17823890239943,30.958706356386564
23,693307,"Dingler, Dillon",1793,1.3,0.5,0.125,0.571,0.625,0.487,0.527,0.463,4,8,92.6,5.7,2354,89.9,90.03,2,12,11,0.09999999999999432,6.39,102,146,116,141,306,327,299,"-1.021","1.021","70.2","7.6",8,7,3,1,0,0,1,12.5,0,0,2.73261,0.11696,0.29652,-0.49565,"94.7",191,57.14285714285714,14.285714285714285,12.5,5.57,-0.33,0.46,2.45,0.5,1,"4.439130435",0.463,0.778,"-4.439130435",0.037,0.03699999999999998,-0.153,-0.04,16.7,"39.6",8.276990598256397,4.976435523325481,41.1571565491562,0.4166666666666667,40.581497382193874,26.03793719689048
23,682927,"Simon, Ronny",345,6.7,0.4,0.2,0.667,0.6,0.427,0.182,0.184,2,5,94,6,2358,88.3,89.24,2,13,10,0.9000000000000057,6.89,107,144,94,151,295,318,299,"-0.417","0.417","70.3","7.2",5,3,1,1,0,0,2,40,0,0,2.80913,0.15391,-0.01217,0.01217,"91.9",150,66.66666666666666,0,0,5.67,-2.17,-0.11,2.16,0.4,0,"1.813043478",0.184,0.24,"-1.813043478",0.216,0.21600000000000003,0.36,0.245,15.4,"34.7",2.443154067235324,2.051581623417019,34.526696750639964,0.46153846153846156,32.78600124501672,28.620450170342203
22,628451,"Ibáñez, Andy",716,3.1,0.25,0.25,0.333,0.5,0.395,0.307,0.212,1,4,97.4,3,2159,90.1,89.92,1,7,15,-0.19999999999998863,6.11,112,151,122,145,308,327,289,"-0.097","0.097","68.2","7.0",5,3,0,1,0,0,1,20,0,0,2.46909,0.35727,0.65091,-0.64091,"93.2",118,66.66666666666666,0,0,5.72,0.93,-0.16,2.03,0.4,0,"0.440909091",0.369,0.251,"-0.440909091",0.038,0.031000000000000028,0.249,0.088,14.3,"37.9",-1.1943091457406565,-1.742236843961114,34.47081969660784,0.14285714285714285,30.48102163820138,25.63103667334158
22,592663,"Realmuto, J.T.",2196,1,0.143,0,0.167,0.143,0.126,0.271,0.257,1,7,88.9,18.3,2330,90.9,91.11,4,12,10,0.19999999999998863,6.37,109,139,108,131,304,330,296,"1.279","-1.279","72.7","7.6",7,6,1,0,0,0,1,14.3,0,0,2.05409,0.70864,0.48864,-0.035,"92.2",154,33.33333333333333,0,0,5.82,-1.06,0.35,2.5,0.143,0,"-5.813636364",0.257,0.377,"5.813636364",-0.114,-0.11400000000000002,-0.234,-0.145,33.3,"36.6",16.44997847386373,-2.1675047539020262,32.288291896828504,0.5,36.966816145714816,29.87086069561258
22,676914,"Schneider, Davis",1012,2.2,0,0,0,0,0.115,0.147,0.038,0,5,84.9,16,2329,89.7,90.1,1,12,10,0.3999999999999915,6.48,110,153,119,148,302,322,297,"1.04","-1.04","68.1","7.0",6,4,0,0,0,0,1,16.7,1,16.7,2.405,0.47762,0.08318,-0.15773,"89.5",118,0,0,0,6.22,-0.77,0.32,2.08,0.167,0,"-4.727272727",0.198,0.05,"4.727272727",-0.038,-0.031,-0.05,-0.032,8.3,"52.2",18.35482608569429,-5.8472839987644445,33.28399888624902,0.5,34.94129449148023,30.195217635669046
